"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-02",,"73",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-03",,"74","81","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-04",,"73","84",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-05",,"72","82","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-06",,"71",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-07",,"71","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-08",,"70",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-09",,"69",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-10",,"72",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-11",,"71","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-12",,"70","81","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-13",,"69","75","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-19",,"73",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-20",,"74","82","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-21",,"72","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-22",,"73","82","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-23",,"71","79","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-25",,"70","79","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-26",,"71","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-27",,"70","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-28",,"72",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-29",,"70",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-30",,"70","82","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-03-31",,"72",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-01",,"73","82",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-02",,"70","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-03",,"69","79","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-04",,"69","82","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-05",,"68","77","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-06",,"70","79","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-07",,"71","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-08",,"72","79","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-09",,"71","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-10",,"71","82","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-11",,"70","82","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-12",,"68","79","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-13",,"67","73","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-14",,"69",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-15",,"70","79","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-16",,"69","81","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-17",,"69","79","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-18",,"65","82","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-19",,"69","82","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-20",,"69","77","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-21",,"68","77","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-22",,"68","77",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-23",,"67","77","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-24",,"68","79","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-25",,"66","77","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-26",,"67","73","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-27",,"68","75","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-28",,"68",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-29",,"66","77","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-04-30",,"65","75","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-02",,"67","73","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-03",,"66","75","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-04",,"63","75","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-05",,"61","70","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-06",,"61","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-07",,"60","66","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-08",,"60","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-09",,"60","66","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-10",,"62",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-11",,"62","70","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-13",,"62","70","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-14",,"64","72","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-15",,"62","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-16",,"64",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-17",,"66","72","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-18",,"62","73","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-19",,"63","73","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-22",,"62","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-05-23",,"61","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-04",,"62","73","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-11",,"58","66","48"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-12",,"59","70","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-13",,"58","66","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-14",,"59","66","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-15",,"60","63","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-16",,"60","63","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-17",,"62",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-18",,"61","66","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-19",,"60","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-20",,"61",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-21",,"59","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-22",,"60","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-23",,"61","70","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-24",,"61","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-25",,"59","66","48"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-26",,"60","70",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-27",,"61","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-28",,"62","66","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-29",,"60","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-06-30",,"59","66","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-01",,"59","64","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-03",,"59","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-04",,"60",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-05",,"60","63","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-06",,"59","64","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-08",,"58","66","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-09",,"61","64","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-10",,"60","66","48"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-11",,"60","64","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-12",,"59","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-13",,"59","66","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-14",,"59","61","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-15",,"56","63","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-16",,"59","66","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-17",,"61","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-18",,"56","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-19",,"59","66","48"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-20",,"58","64","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-21",,"60","64","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-22",,"61","66","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-23",,"60","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-24",,"59","70","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-25",,"62","64",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-26",,"61","66","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-27",,"61","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-28",,"62",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-29",,"61","66","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-30",,"59","66","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-07-31",,"61",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-01",,"61","77","48"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-02",,"60","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-03",,"59",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-04",,"60",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-05",,"60","66","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-06",,"60",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-07",,"58","72","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-08",,"59","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-09",,"60",,"52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-10",,"57","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-11",,"58","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-12",,"58","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-13",,"59","64",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-14",,"60","66","48"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-15",,"60","64","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-17",,"59","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-18",,"60","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-20",,"61","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-21",,"60","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-22",,"61","70","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-23",,"62","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-24",,"60","70","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-25",,"61","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-26",,"60",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-27",,"60","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-28",,"61",,"52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-29",,"59","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-30",,"60","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-08-31",,"60","66","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-01",,"59","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-02",,"56","66","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-03",,"60","66","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-04",,"58",,"50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-05",,"58","68","48"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-06",,"58",,"48"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-07",,"58","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-08",,"59","66",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-09",,"61",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-10",,"58","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-11",,"61","66","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-12",,"58","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-13",,"60","70","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-14",,"60","68","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-15",,"62","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-16",,"61","70","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-17",,"61","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-18",,"62","66","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-19",,"58","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-20",,"61","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-21",,"60","72","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-22",,"60","70","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-23",,"61","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-24",,"62","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-25",,"58","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-26",,"62","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-27",,"59","70","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-29",,"64","70","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-09-30",,"61","72","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-01",,"60","72","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-02",,"62","70","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-03",,"62","70","52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-04",,"61","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-05",,"62","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-06",,"62","70","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-07",,"60","72","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-08",,"60","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-09",,"61",,"52"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-10",,"63","68",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-16",,"61","73","54"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-21",,"63","73",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-22",,"63","68","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-23",,"63","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-24",,"64","72","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-25",,"64","72","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-26",,"63","72","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-27",,"64","72","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-28",,"63","72","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-29",,"64",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-30",,"64","73","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-10-31",,"64","72",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-01",,"65","70","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-02",,"65",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-03",,"66","73","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-04",,"64","75","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-05",,"65","75","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-06",,"65","75","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-09",,"66","75","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-10",,"67","77",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-11",,"66","75","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-12",,"65","73","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-13",,"67","73","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-14",,"62","77","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-15",,"65","77","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-16",,"64","73","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-17",,"64","75","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-18",,"66","75",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-19",,"65","75","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-20",,"65","75","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-21",,"64","70","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-22",,"67","72","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-24",,"68","75","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-25",,"69","79",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-26",,"67","79","55"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-27",,"66","77","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-28",,"67","75","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-29",,"68",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-11-30",,"69","77","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-01",,"67","75","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-02",,"67","75","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-03",,"65","75","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-04",,"67","77","59"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-05",,"66","77","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-06",,"67","73","57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-07",,"67",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-08",,"69","79","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-09",,"69",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-10",,"69","81","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-15",,"70",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-16",,"70","79","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-19",,"70","77","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-20",,"71","77","50"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-21",,"73","81",
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-22",,"68","79","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-24",,"68","81","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-28",,"70","82","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-29",,"71","82","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-30",,"70",,
"PEM00084691","PISCO INTERNATIONAL, PE","1964-12-31",,"71","81","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-01",,"71",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-02",,"68","82","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-03",,"69","82","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-04",,"70","81","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-05",,"72",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-06",,"69","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-07",,"72",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-08",,"71","81","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-09",,"72","81","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-10",,"72","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-11",,"72","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-12",,"71","81","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-13",,"70","82","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-14",,"73","81","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-15",,"72","82","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-16",,"72","81",
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-17",,"73","82","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-18",,"71","82","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-19",,"71","82","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-20",,"74",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-21",,"73","82","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-22",,"73","82","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-23",,"72","79","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-24",,"69","82","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-25",,"71","82","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-26",,"70","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-27",,"72","79","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-28",,"72","82","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-29",,"73","84","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-30",,"73","82","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-01-31",,"71",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-01",,"72","82","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-02",,"71","82","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-03",,"71","84",
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-04",,"70","84","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-05",,"72",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-06",,"71","81","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-07",,"72",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-08",,"70","82","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-09",,"70","81","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-10",,"69","79","63"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-11",,"71","81","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-12",,"71",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-13",,"73","79","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-14",,"75",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-15",,"75","82","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-16",,"71","84","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-17",,"69","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-18",,"71","82","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-19",,"70","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-20",,"73",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-22",,"72",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-23",,"72","82",
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-24",,"74","79","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-25",,"71","79","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-26",,"73","77","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-27",,"75","79",
"PEM00084691","PISCO INTERNATIONAL, PE","1965-02-28",,"73","82","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-03-21",,"75","82","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-03-22",,"74","82","61"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-03-23",,"73","81","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-03-24",,"73","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-03-25",,"73",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-03-26",,"73","82","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-03-27",,"73","81","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-03-28",,"73","82","66"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-03-29",,"74","82","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-03-30",,"74","82","68"
"PEM00084691","PISCO INTERNATIONAL, PE","1965-03-31",,"72","79","66"
