"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-09",,"68","78","63"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-10",,"69","77","63"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-11",,"68","79",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-12",,"66",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-13",,"67","74",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-14",,"67","74",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-15",,"69",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-16",,"66",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-17",,"63","72","62"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-18",,"65",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-19",,"64","74","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-20",,"65","74",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-21",,"65","71",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-22",,"63","72","60"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-23",,"65",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-24",,"64","79",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-25",,"63","71","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-26",,"64",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-27",,"64","72","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-28",,"64","74","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-29",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-30",,"62","76","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-05-31",,"62","68","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-01",,"63","72","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-02",,"67",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-03",,"66","79","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-04",,"65","77","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-05",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-06","0.00","66",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-07",,"64","77","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-08",,"64","73","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-09",,"64","75","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-10",,"63","72","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-11",,"62","71","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-12",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-13",,"62","72","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-14",,"63",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-15",,"65","71","61"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-16",,"62","71","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-17",,"62","73","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-18",,"62",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-19",,"63","73","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-20",,"65","72","60"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-21",,"61","72","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-22",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-23","0.00","62","67","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-24",,"62",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-25",,"63",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-26",,"60","71","52"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-27",,"62","70","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-28",,"64",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-29",,"62","71","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-06-30",,"61",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-01",,"61","71",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-02",,"61","71","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-03",,"62","69","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-04",,"61","70",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-05",,"63","70",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-06",,"62","69",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-07",,"63",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-08",,"64","69",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-09",,"63",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-10",,"62","73","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-11",,"63","74","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-12",,"63","72",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-13",,"63",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-14",,"63","72",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-15",,"61","70","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-16",,"61","67","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-17",,"62","67",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-18",,"63",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-19",,"63","69","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-20",,"60","70",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-21",,"63",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-22",,"63",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-23",,"62","77","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-24",,"62","71",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-25",,"61","68","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-26","0.00","62","66","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-27",,"62",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-28",,"63","69","61"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-29",,"62","69","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-30",,"63",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-07-31",,"61","72","52"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-01",,"61","69",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-02",,"63",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-03",,"62","70","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-04",,"62","69","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-05",,"62",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-06",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-07",,"63","69","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-08",,"60","70","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-09",,"59","69","51"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-10",,"60",,"51"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-11",,"63",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-12",,"62","70",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-13",,"63","68",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-14",,"63",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-15",,"63","73","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-16",,"63",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-17",,"64","72",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-18",,"61","71","53"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-19",,"62","69","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-20",,"62","68","52"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-21",,"62","67",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-22",,"62",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-23",,"62","69","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-24",,"62","69","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-25",,"62","69",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-26",,"62","69","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-27",,"61",,"51"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-28",,"63",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-29",,"62","72",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-30",,"65",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-08-31",,"62","72",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-01",,"62","72","53"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-02","0.00","63","71",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-03","0.00","61","68","50"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-04",,"63","70","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-05",,"62","74","52"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-06",,"63","71","61"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-07",,"64",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-08",,"60","71","51"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-09",,"63","70","53"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-10",,"64","70","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-11",,"61",,"53"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-12",,"64","71","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-13",,"63","72","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-14",,"63","72",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-15",,"62","70","53"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-16",,"61","72","50"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-17",,"61","72","52"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-18",,"62","71","53"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-19",,"63","71","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-20",,"64","71","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-21",,"63",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-22",,"62","73",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-23",,"63","70","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-24",,"63","72","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-25",,"63","73","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-26",,"62","72","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-27",,"64",,"57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-28",,"64",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-29",,"63","76","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-09-30",,"65","70",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-01",,"63","73",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-02",,"63","72","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-03",,"63","73","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-04",,"62","72",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-05",,"63","72","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-06",,"64",,"55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-07",,"64","74","53"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-08",,"64","73",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-09",,"64","73","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-10",,"64","74","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-11",,"65","75","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-12",,"64","74",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-13",,"65","72",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-14",,"65","74","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-15",,"65","75","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-16",,"65","74","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-17",,"65","74","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-18",,"63","74","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-19",,"62","72","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-20",,"65",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-21",,"65","71","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-22",,"65",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-23",,"65","74","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-24",,"65","72","60"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-25",,"64","73","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-26",,"64",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-27",,"65","72","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-28",,"65",,"61"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-29",,"63",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-30",,"65","71","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-10-31",,"65",,"58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-01",,"65","75",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-02",,"64","75","53"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-03",,"63","75","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-04",,"63","72","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-05",,"64","72",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-06",,"64","73","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-07",,"66",,"60"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-08",,"65","75","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-09",,"65","75",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-10",,"64","73","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-11",,"63","74","54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-12",,"65","74","55"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-13",,"64","74",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-14",,"64","72",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-15",,"64",,"53"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-16",,"64","75","52"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-17",,"64",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-18",,"66","74","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-19",,"65","75","56"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-20",,"65",,"56"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-21",,"64","77",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-22",,"65",,"54"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-23",,"65","76","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-24",,"66","75","57"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-25",,"66","75","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-26",,"66","75","58"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-27",,"67",,"59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-28",,"67","76",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-11-29",,"66","75","59"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-01",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-02",,"67","77","60"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-03",,"69",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-04",,"68","79",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-05",,"68","79","61"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-06",,"68","79","61"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-07",,"68","77","63"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-08",,"68",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-09",,"68","76","63"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-10",,"69","77","62"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-11",,"67","78","64"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-12",,"70",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-13",,"71","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-14",,"71","81","63"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-15",,"71","80","64"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-16",,"69","79","63"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-17",,"70",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-18",,"69","79","63"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-19",,"69","78",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-20","0.00","69","79","65"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-21",,"71",,"63"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-22",,"71","83","63"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-23",,"70",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-24",,"71","79","65"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-25",,"70","79",
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-26",,"70","79","64"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-27",,"71",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-28",,"72","81","64"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-29",,"72",,
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-30",,"71",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2000-12-31",,"72","82","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-01",,"71",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-02",,"70","83","64"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-03",,"72",,"64"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-04",,"71","83",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-05",,"71","81","65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-06",,"72","80",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-07",,"72",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-08",,"72","82","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-09",,"71",,"67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-10",,"73",,"67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-11",,"74","82","66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-12",,"75","83",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-13",,"73","84","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-14",,"73","84","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-15",,"72","81","66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-16",,"71","81",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-17",,"73","79","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-18",,"75","82","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-19",,"74","84","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-20",,"74","84","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-21",,"74","84","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-22",,"72","84","65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-23",,"73","84","65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-24",,"73","82","66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-25",,"70","84","65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-26",,"72",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-27",,"71","82","65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-28",,"71",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-29",,"74",,"67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-30",,"72","83","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-01-31",,"73","83","66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-01",,"74",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-02",,"76","84","69"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-03",,"75","86",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-04",,"75",,
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-05",,"75",,
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-06",,"74","83","69"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-07",,"74","85","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-08",,"73","85","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-09",,"73",,"70"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-10",,"73","82","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-11",,"74","81","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-12",,"75",,"68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-13",,"74","85",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-14",,"76",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-15",,"76","90","70"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-16",,"76","85","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-17",,"76","86","72"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-18",,"77","84","73"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-19",,"78","85","72"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-20",,"79","88","72"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-21",,"78","88","71"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-22",,"78",,"69"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-23",,"76","89","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-24",,"75","85","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-25",,"75","85","70"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-26",,"72","85","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-27",,"72","82","64"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-02-28",,"75",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-01",,"73","86",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-02",,"74","83","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-03",,"75","84",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-04",,"76","85","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-05",,"73",,
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-06",,"71","85","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-07",,"71",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-08",,"72","81","66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-09",,"76",,"72"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-10",,"76","84","69"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-11",,"74","87",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-12",,"75","82","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-13",,"74","85","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-14",,"73","83","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-15",,"74","85","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-16",,"75","85","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-17",,"75",,
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-18",,"75",,"67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-19",,"76","87","69"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-20",,"76","87","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-21",,"74","85","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-22",,"74","83",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-23",,"75","84","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-24",,"73","87","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-25",,"71","83",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-26",,"72",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-27",,"71","84","65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-28",,"72",,"65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-29",,"74","85",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-30",,"72","84","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-03-31",,"73","83","66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-01",,"71","85","65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-02",,"71","80","64"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-03",,"72","81","65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-04",,"74",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-05",,"73","85","65"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-06",,"72","82","64"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-07",,"72","82",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-08",,"74","84","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-09",,"72","83","66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-10",,"72","81","66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-11",,"72","80","66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-12",,"74","81","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-13",,"74","83","68"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-14",,"72","81","67"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-15",,"70","81","66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-16",,"71","80",
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-17",,"72",,"66"
"PEM00084691","PISCO INTERNATIONAL, PE","2001-04-18",,"73","81","65"
